timeline,accX,accY,accZ,gyroX,gyroY,gyroZ
1556,1.4703,-5.8980,11.4446,-884.5200,152.8100,129.9900
1576,0.8433,-4.9810,10.6047,-819.8400,155.1900,90.3700
1596,0.4548,-3.6932,8.7171,-798.7700,351.2600,105.9100
1616,-0.1542,-3.8776,8.7928,-843.2200,422.8700,32.2700
1636,-1.2356,-4.3608,11.7218,-816.2000,425.5300,54.7400
1656,-1.8978,-4.6355,11.2762,-767.9700,305.0600,59.0100
1676,-2.0159,-4.2598,10.2451,-746.6900,287.3500,130.4100
1696,-3.0598,-8.2311,15.9888,-772.0300,43.3300,-91.9100
1716,-2.2028,-7.3312,15.9888,-136.5700,-166.0400,260.7500
1736,-0.2655,-6.9525,15.1036,30.9400,-182.1400,85.6100
1756,0.2338,-5.0347,8.8709,134.4000,-42.5600,51.4500
1776,-0.5270,-6.3611,10.1104,69.1600,322.8400,6.3000
1796,-2.4527,-6.9481,13.5981,240.8000,477.9600,76.7200
1816,-2.6128,-7.0862,14.7444,503.2300,124.0400,50.9600
1836,-1.7997,-7.4098,14.5014,711.4800,-142.8700,22.0500
1856,-1.1224,-6.9125,12.2054,876.2600,-97.3700,27.6500
1876,-0.0181,-6.5548,11.6525,939.8900,-42.4900,51.5900
1896,0.7310,-6.2854,10.9307,960.8900,9.4500,35.4900
1916,1.0965,-5.8501,10.3290,950.9500,115.2900,17.8500
1936,1.0424,-5.4871,9.8600,943.5300,235.0600,-5.3200
1956,0.6368,-5.3534,10.1563,993.6500,292.3200,-41.0900
1976,0.2162,-4.8907,9.9308,1093.4000,269.0100,-65.6600
1996,0.4480,-5.0220,9.0451,1249.3600,229.6700,-94.5000
2016,0.3582,-4.2783,7.9022,1347.5000,248.8500,-139.8600
2036,0.2001,-3.3457,6.9262,1416.8700,319.7600,-117.4600
2056,0.2699,-2.5913,5.8414,1450.2600,397.7400,-122.2200
2076,0.0937,-2.1262,5.7423,1437.9399,508.2700,-80.0100
2096,0.1874,-2.0340,6.2815,1471.0500,546.8400,-72.8000
2116,-0.0547,-1.6529,5.9111,1510.9500,479.8500,-131.1800
2136,-0.2411,-1.0063,4.8790,1493.8000,471.1000,-149.0300
2156,-0.4592,-0.3875,4.6140,1467.4100,533.1900,-138.8100
2176,-0.5802,-0.4050,4.6262,1493.4500,575.4700,-138.0400
2196,-0.9335,0.1313,3.9416,1507.9399,520.2400,-184.8000
2216,-1.3845,0.6856,3.2667,1485.7500,549.6400,-195.4400
2236,-1.7202,1.3576,2.7767,1485.1899,544.8800,-180.1100
2256,-1.8056,1.4045,2.4576,1467.5500,532.4900,-186.0600
2276,-2.1145,1.0565,2.5215,1476.3000,542.6400,-224.6300
2296,-2.6372,1.6724,1.8695,1497.1600,505.3300,-249.7600
2316,-2.6401,2.1160,0.7867,1480.0100,494.7600,-257.8800
2336,-2.7235,2.1843,0.3021,1471.8900,505.5400,-268.7300
2356,-3.2789,2.6093,-0.2606,1457.4700,494.3400,-283.2200
2376,-3.8903,3.4843,-1.4625,1419.1100,485.8700,-289.8000
2396,-4.0748,4.1060,-2.6757,1303.7500,485.5900,-269.2900
2416,-4.7619,5.0318,-3.2174,1179.7800,534.9400,-251.0900
2436,-5.2670,5.4671,-3.3369,1054.3400,498.0500,-240.3800
2456,-5.9175,6.0361,-3.7571,957.7400,443.6600,-209.3000
2476,-6.1371,6.6983,-4.4784,857.6400,421.3300,-141.0500
2496,-6.2152,6.6510,-4.6697,705.1800,374.2900,-91.0700
2516,-6.5880,7.2585,-4.9386,593.9500,249.7600,-91.7700
2536,-6.4948,7.4781,-5.8443,497.5600,138.6000,-88.2700
2556,-6.5187,7.9603,-6.1820,362.1100,85.6100,-70.8400
2576,-6.8086,8.4424,-6.1981,247.5900,-27.1600,-56.4200
2596,-6.8466,8.5790,-7.0296,88.7600,-166.3900,-53.2700
2616,-7.0350,9.1071,-7.5606,-102.6200,-356.7200,-74.0600
2636,-6.9032,9.4491,-8.7235,-325.7800,-416.1500,-8.3300
2656,-6.6285,8.9489,-8.4829,-597.7300,-376.9500,86.1700
2676,-6.3699,7.7128,-7.3937,-794.7800,-416.3600,138.3900
2696,-6.2386,7.0731,-6.2454,-942.2700,-516.8100,139.1600
2716,-5.8970,6.4372,-5.7930,-1071.9800,-598.1500,175.2800
2736,-5.2826,5.5749,-5.0210,-1201.4800,-650.0200,209.9300
2756,-4.6077,5.1255,-4.4608,-1299.2000,-684.4600,230.7200
2776,-3.5151,4.0724,-3.2159,-1358.6300,-671.0900,259.4200
2796,-2.9026,3.2823,-1.9354,-1409.9399,-707.5600,247.7300
2816,-2.1174,2.5801,-1.2019,-1480.9200,-747.8800,220.7800
2836,-1.8998,2.1794,0.3372,-1499.7500,-743.8200,191.5200
2856,-1.5631,1.6670,0.8945,-1522.6400,-754.9500,182.2800
2876,-1.4342,0.7823,2.3175,-1525.2300,-736.1900,182.7000
2896,-1.1785,-0.8862,4.1997,-1488.6899,-874.5100,134.7500
2916,-0.7574,-0.2586,4.2822,-1416.1700,-861.9100,175.7700
2936,-0.4372,-0.5949,5.5700,-1371.9301,-847.9100,170.8700
2956,-0.1083,-1.1175,6.7398,-1298.7100,-853.1600,144.2000
2976,0.0044,-1.5733,7.7631,-1216.0400,-888.6500,124.6700
2996,-0.0664,-1.4328,8.0325,-1124.6899,-929.8800,112.9100
3016,0.0449,-1.5343,8.2467,-1067.2200,-913.0100,134.6800
3036,0.2508,-1.9442,8.8191,-1001.0700,-898.9400,148.1900
3056,0.3455,-1.6294,8.4912,-931.7700,-944.4400,138.8100
3076,0.7876,-1.5372,7.5645,-951.0900,-826.8400,207.2000
3096,1.2659,-1.6084,7.7109,-1001.9800,-735.5600,231.8400
3116,1.7246,-1.8886,7.5542,-1041.2500,-649.8800,218.8200
3136,2.2219,-2.1809,8.0076,-1085.6300,-460.6000,252.6300
3156,1.9457,-2.7499,9.4335,-1101.7300,-315.9800,228.0600
3176,2.0101,-3.2842,10.1846,-1039.7800,-340.4800,175.0000
3196,2.1882,-3.1222,9.5316,-994.5600,-301.8400,151.1300
3216,1.8930,-2.6118,9.4535,-1002.3300,-150.5000,116.4800
3236,1.2756,-3.4072,11.3138,-1014.0200,0.9100,127.9600
3256,0.9018,-3.9596,12.1980,-892.9900,-43.1200,94.3600
3276,0.6320,-3.5551,11.3333,-733.1100,-48.8600,101.0100
3296,0.4124,-3.2994,10.1802,-646.3800,-65.1700,156.6600
3316,0.1386,-3.2828,8.7772,-631.8900,29.9600,180.3900
3336,-0.2357,-2.0242,6.1615,-725.6900,136.9900,258.0200
3356,-0.0551,-2.7445,5.7462,-870.3100,334.8800,324.1000
3376,-1.1702,-2.6576,5.8170,-1065.1200,424.6900,374.2200
3396,-1.3723,-2.8143,5.8985,-1248.2400,353.9200,387.6600
3416,-2.3785,-9.2066,5.2885,-1213.3800,610.5400,331.8700
3436,-1.5987,-15.9888,15.9888,303.4500,-230.0900,96.0400
3456,-0.9701,-4.5662,15.9888,113.4000,-667.2400,-38.9900
3476,0.3318,-1.3542,2.8055,168.6300,-661.1500,182.2800
3496,-0.2196,-3.7537,0.4343,30.7300,34.5800,120.8200
3516,-1.7597,-3.7644,3.1725,-103.2500,342.2300,85.9600
3536,-1.5162,-4.2197,7.4449,-34.3700,117.6700,10.2200
3556,-0.8276,-4.2734,7.4049,33.6700,-198.6600,-124.3900
3576,-0.8965,-3.2262,7.1858,110.8100,-99.6800,-33.0400
3596,-0.3377,-3.2408,8.3829,75.0400,-66.5000,2.5200
3616,0.0620,-3.5307,8.0744,31.3600,-96.1800,16.8700
3636,-0.5832,-3.0466,6.9135,-49.0000,-36.3300,71.7500
3656,-0.9584,-3.3521,6.6139,-65.6600,-20.4400,106.7500
3676,-0.5695,-4.2095,6.9233,-48.0900,-26.0400,54.1100
3696,-0.6134,-4.2178,7.3664,10.2200,-9.1700,21.6300
3716,-0.8701,-3.8962,7.2405,49.9800,-35.9100,9.9400
3736,-0.6891,-3.6005,7.0287,62.9300,-70.2100,-0.0700
3756,-0.5763,-3.2472,6.7656,44.9400,-56.8400,13.3700
3776,-0.5973,-3.4555,7.2785,14.6300,-41.4400,41.0900
3796,-0.5285,-3.7093,7.5259,3.6400,-56.3500,43.2600
3816,-0.4358,-3.8191,7.0477,5.6700,-56.6300,38.9200
3836,-0.6032,-3.6644,6.8642,11.6900,-26.6000,29.6100
3856,-0.6993,-3.7439,7.0828,31.0100,-20.9300,17.7100
3876,-0.7086,-3.6742,7.2424,38.2900,-31.2200,8.3300
3896,-0.6100,-3.5878,7.2151,35.2100,-43.4000,5.3200
3916,-0.5378,-3.5487,7.1272,23.5200,-37.4500,8.0500
3936,-0.4738,-3.6180,7.1233,18.0600,-30.5200,12.4600
3956,-0.5226,-3.6473,7.1502,26.1800,-24.2200,12.8800
3976,-0.5822,-3.5809,7.1756,27.3000,-25.6200,15.2600
3996,-0.5763,-3.6502,7.1253,27.4400,-26.0400,10.2900
4016,-0.5666,-3.7054,7.3200,42.6300,-34.3700,12.7400
4036,-0.6022,-3.5575,7.1175,48.9300,-40.1100,6.2300
4056,-0.5807,-3.5165,7.0204,49.9800,-44.5200,7.7700
4076,-0.5549,-3.5497,7.1629,33.5300,-29.8900,4.7600
4096,-0.5578,-3.6044,7.4049,32.3400,-36.8200,0.9100
4116,-0.5427,-3.6322,7.3273,38.3600,-50.8200,5.3900
4136,-0.5344,-3.5048,7.0423,26.3200,-53.8300,1.0500
4156,-0.4519,-3.5014,7.0130,21.2800,-38.9200,8.1200
4176,-0.4675,-3.5424,7.1487,16.8700,-23.0300,13.0900
4196,-0.4865,-3.5395,7.2624,6.0200,-22.2600,15.4000
4216,-0.4846,-3.5517,7.2302,4.9700,-25.4100,17.3600
4236,-0.5158,-3.5287,7.1824,12.6700,-29.6800,16.2400
4256,-0.4978,-3.4790,7.1594,19.7400,-32.2000,17.7100
4276,-0.5085,-3.4794,7.2136,6.2300,-33.2500,14.0000
4296,-0.5090,-3.4687,7.2107,-0.9100,-35.3500,23.8000
4316,-0.4758,-3.6156,7.1912,-3.2900,-37.7300,27.2300
4336,-0.4568,-3.6893,7.2034,1.5400,-32.6200,20.3000
4356,-0.4465,-3.6361,7.1472,12.1800,-33.9500,15.6800
4376,-0.4729,-3.5546,7.1399,13.0200,-28.6300,11.8300
4396,-0.4900,-3.4833,7.1590,10.7800,-20.2300,13.2300
4416,-0.5022,-3.4965,7.1834,4.6200,-19.7400,16.8700
4436,-0.4865,-3.5365,7.2536,7.1400,-26.2500,17.5000
4456,-0.4973,-3.4697,7.2146,9.3800,-31.7800,17.1500
4476,-0.4612,-3.5395,7.1555,2.6600,-24.9900,12.6000
4496,-0.4641,-3.5805,7.2239,6.5800,-24.9900,12.1100
4516,-0.4875,-3.5468,7.2658,4.6200,-30.1700,10.8500
4536,-0.4553,-3.5321,7.1697,0.4200,-31.0100,9.7300
4556,-0.4778,-3.3833,7.1404,5.8800,-23.6600,18.9000
4576,-0.5051,-3.3545,7.1902,5.4600,-18.7600,23.3800
4596,-0.5139,-3.4570,7.1663,-0.3500,-26.6700,23.2400
4616,-0.5236,-3.4038,7.1258,-1.7500,-28.9800,26.1800
4636,-0.5246,-3.4336,7.2907,-3.4300,-31.4300,33.6700
4656,-0.4831,-3.4663,7.4488,15.5400,-28.1400,40.8800
4676,-0.4846,-3.4399,7.2590,13.7200,-35.0700,44.3800
4696,-0.4548,-3.5458,7.0862,28.0700,-39.4800,44.2400
4716,-0.3538,-3.6932,7.1106,16.1000,-17.0100,34.9300
4736,-0.3914,-3.6693,7.1438,22.0500,-5.5300,30.3800
4756,-0.3841,-3.7659,7.3322,27.3700,-12.8100,26.9500
4776,-0.3758,-3.8132,7.1804,23.1700,-16.8000,23.5200
4796,-0.4436,-3.7327,7.1795,16.5200,-21.9100,13.6500
4816,-0.4431,-3.6629,7.0989,25.0600,-18.1300,10.0100
4836,-0.4475,-3.6385,7.1712,35.2800,-13.6500,10.2900
4856,-0.5080,-3.6132,7.2590,45.7100,-23.5900,9.4500
4876,-0.5002,-3.5209,7.1804,50.4000,-35.9100,1.7500
4896,-0.4851,-3.4189,7.1502,51.6600,-41.1600,2.5200
4916,-0.4509,-3.5038,7.1677,49.2800,-41.2300,6.0900
4936,-0.4475,-3.4326,7.1736,37.5900,-33.2500,4.3400
4956,-0.5036,-3.4624,7.2009,31.5700,-25.2000,7.4900
4976,-0.5148,-3.4443,7.2473,16.5200,-29.0500,1.8200
4996,-0.4753,-3.4414,7.1936,12.7400,-35.4900,4.1300
